smiles,solubility,logp
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.170000,-1.870000
CCCCCCCCCCCCCCCCCCCC,-8.172000,9.360000
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,-6.180000,3.950000
CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-4.160000,3.770000
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.410000,3.820000
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.240000,4.300000
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282000,3.900000
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.620000,2.530000
OCC(O)C(O)CO,0.700000,-2.470000
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.030000,3.750000
c1(OC)ccc(CC=C)cc1,-2.920000,2.910000
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O,-4.955000,2.670000
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955000,4.310000
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124000,4.170000
CC,-1.360000,1.350000
CCS,-0.600000,1.090000
CCO,1.100000,-0.160000
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C,-4.300000,3.900000
CCSCc1ccccc1OC(=O)NC,-2.090000,2.590000
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.540000,3.930000
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028000,1.780000
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C,-5.660000,3.520000
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.420000,2.340000
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.420000,2.340000
CCOc2ccc1nc(sc1c2)S(N)(=O)=O,-3.810000,1.600000
CCOC(=O)C,-0.040000,0.280000
CCOC(=O)c1ccccc1,-2.320000,2.330000
CCCCCOC(=O)CC,-1.280000,2.390000
CCOC(=O)C=Cc1ccccc1,-3.000000,2.870000
CCCCCCCCCC(=O)OCC,-4.100000,4.090000
CCOC=O,0.150000,0.230000
CCCCCCC(=O)OCC,-2.740000,2.760000
CCCCCC(=O)OCC,-2.350000,2.310000
CCCCCCCCC(=O)OCC,-3.800000,3.650000
CCCCCCCC(=O)OCC,-3.390000,3.200000
CCCOC(=O)CCC,-1.750000,1.950000
CCOC(=O)CC,-0.660000,0.980000
CCCOCC,-0.660000,1.360000
CCOC=C,-0.850000,0.990000
CCc1ccccc1,-2.770000,2.930000
CCC1CCCCC1,-4.250000,3.400000
C=C,-0.400000,1.110000
CCOC(=O)c1ccc(N)cc1,-2.100000,1.500000
CCOC(=O)c1ccc(O)cc1,-2.350000,2.030000
C#C,0.290000,0.150000
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.600000,6.300000
CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735000,2.500000
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-3.571000,1.160000
CC12CCC(CC1)C(C)(C)O2,-1.640000,2.350000
COc1cc(CC=C)ccc1O,-1.560000,2.610000
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.380000,3.920000
Cc1occc1C(=O)Nc2ccccc2,-3.300000,2.400000
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.040000,3.120000
CN(C)C(=O)SCCCCOc1ccccc1,-3.927000,2.910000
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.700000,3.310000
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025000,4.850000
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,-2.300000,2.110000
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.570000,3.800000
CN(C)C(=O)Nc1ccccc1,-1.600000,1.320000
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.800000,0.560000
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-6.876000,6.770000
Nc1nc(=O)[nH]cc1F,-0.972000,-1.040000
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO,-3.430000,1.320000
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613000,1.340000
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.780000,5.670000
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.430000,2.200000
c1ccc2c(c1)c3cccc4cccc2c34,-6.000000,4.280000
C1c2ccccc2c3ccccc13,-5.000000,3.740000
Fc1ccccc1,-1.800000,2.120000
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099000,2.420000
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.320000,2.200000
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445000,4.870000
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047000,3.250000
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.370000,2.600000
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003000,6.980000
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.340000,1.080000
COP(=S)(OC)SCC(=O)N(C)C=O,-1.995000,0.280000
OCC1OC(O)(CO)C(O)C1O,0.640000,-2.760000
c1ccoc1,-0.820000,1.110000
O=Cc1ccco1,-0.100000,0.750000
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943000,0.000000
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571000,4.160000
OCC1OC(O)C(O)C(O)C1O,0.740000,-2.930000
CCC1(CCC(=O)NC1=O)c2ccccc2,-2.337000,2.130000
OCC(O)CO,1.120000,-1.840000
CC(=O)OCC(COC(=O)C)OC(=O)C,-0.600000,-0.520000
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.246000,2.170000
COc1ccccc1O,-1.960000,1.510000
Nc2nc1[nH]cnc1c(=O)[nH]2,-3.583000,-1.150000
FC(F)(F)C(Cl)Br,-1.710000,2.120000
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.700000,0.340000
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317000,4.780000
CCCCCCC,-4.530000,3.580000
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.920000,3.620000
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.670000,3.320000
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334000,12.020000
CCCCCCCCCCCCCCCC,-8.400000,7.580000
Cc1c(C)c(C)c(C)c(C)c1C,-5.230000,5.050000
CCCCCC,-3.840000,3.130000
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.430000,5.370000
CCCCCCc1ccccc1,-5.210000,4.710000
O=C1CNC(=O)N1,-0.400000,-1.450000
N(Nc1ccccc1)c2ccccc2,-2.920000,3.760000
c1ccccc1C(O)C(O)c2ccccc2,-1.930000,2.360000
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl,-2.630000,-0.580000
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.090000,1.280000
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.880000,1.720000
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.460000,3.430000
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817000,3.400000
O=c1[nH]cnc2nc[nH]c12,-2.296000,-0.880000
C1Cc2ccccc2C1,-3.040000,2.980000
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O,-3.586000,2.640000
c2ccc1[nH]ncc1c2,-2.160000,1.300000
c2ccc1[nH]ccc1c2,-1.520000,2.070000
c2ccc1NCCc1c2,-1.040000,1.490000
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,-1.230000,-1.570000
Ic1ccccc1,-3.010000,2.900000
CCI,-1.600000,1.810000
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.620000,4.800000
CI,-1.000000,1.560000
Oc1c(I)cc(C#N)cc1I,-3.610000,3.380000
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785000,3.190000
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658000,3.480000
CC(C)COC(=O)C,-1.210000,1.170000
CC(C)COC=O,-1.010000,1.120000
CC(C)Cc1ccccc1,-4.120000,3.660000
C1N(C(=O)NCC(C)C)C(=O)NC1,-2.150000,0.040000
Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461000,1.430000
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.194000,3.840000
Nc1nc(O)nc2nc[nH]c12,-3.401000,-0.200000
c1nccc(C(=O)NN)c1,0.009000,-0.690000
CC(C)CCOC(=O)C,-1.920000,1.530000
CC(C)CCOC=O,-1.520000,1.480000
CC1=CC(=O)CC(C)(C)C1,-1.060000,2.320000
CNC(=O)Oc1ccccc1C(C)C,-2.863000,2.720000
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,-6.490000,4.960000
CC(C)OC(=O)C,-0.550000,0.700000
CC(C)OC=O,-0.630000,0.650000
CC(C)c1ccccc1,-3.270000,3.220000
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536000,2.570000
c1ccc2cnccc2c1,-1.450000,1.750000
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,-2.930000,1.880000
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.270000,2.700000
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.259000,6.350000
COc2c1occc1c(OC)c3c(=O)cc(C)oc23,-3.021000,1.720000
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244000,-4.700000
C1OC(O)C(O)C(O)C1O,0.390000,-2.300000
O=c2[nH]c1CCCc1c(=O)n2C3CCCCC3,-4.594000,1.820000
CC(C)=CCCC(O)(C)C=C,-1.990000,2.650000
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.640000,4.350000
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592000,2.680000
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604000,3.530000
CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23,-6.005000,3.900000
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.370000,1.860000
CCOC(=O)CC(=O)OCC,-0.820000,0.670000
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,0.358000,-4.700000
OCC(O)C(O)C(O)C(O)CO,0.060000,-3.730000
Nc1cccc(Cl)c1,-1.370000,1.750000
Clc1cccc(Br)c1,-3.210000,3.350000
Clc1cccc(I)c1,-3.550000,3.510000
Clc1cccc(c1)N(=O)=O,-2.770000,2.520000
COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.880000,3.260000
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518000,2.020000
c1c(OC)c(OC)C2C(=O)OCC2c1,-1.899000,-0.360000
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.270000,4.590000
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.873000,3.420000
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.240000,2.720000
CC(=O)OC3(CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C)C(C)=O,-5.350000,3.720000
CC2=CC(=O)c1ccccc1C2=O,-3.030000,1.890000
CC(C)C1CCC(C)CC1O,-2.530000,2.660000
CC(C)C1CCC(C)CC1=O,-2.350000,3.050000
CCCC(C)(COC(N)=O)COC(N)=O,-1.807000,0.930000
Sc2nc1ccccc1s2,-3.180000,2.890000
COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-1.601000,2.120000
C,-0.900000,1.080000
CO,1.570000,-0.520000
Cc1ccccc1n3c(C)nc2ccccc2c3=O,-2.925000,3.170000
CCC1(CC)C(=O)NC(=O)N(C)C1=O,-2.230000,0.940000
Cn2c(=O)on(c1ccc(Cl)c(Cl)c1)c2=O,-2.820000,2.770000
COc1ccccc1OCC(O)COC(N)=O,-0.985000,0.450000
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.190000,5.260000
COCCCNc1nc(NC(C)C)nc(SC)n1,-2.928000,2.250000
COc2c1occc1cc3ccc(=O)oc23,-3.664000,1.780000
COc1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl,-6.890000,4.930000
COC(=O)C,0.460000,-0.080000
COC(=O)C=C,-0.220000,0.910000
COC(=O)c1ccccc1,-1.850000,1.980000
CCCCOC,-0.990000,1.450000
CCCOC(=O)CC,-0.820000,1.500000
CCCCCCCCCC(=O)OC,-4.690000,3.740000
COC=O,0.580000,-0.130000
COC(=O)c1cc(O)c(O)c(O)c1,-1.240000,1.070000
CCCCCC(=O)OC,-1.870000,1.960000
CNN,1.340000,-0.810000
CCCCCCCCCCCC(=O)OC,-4.690000,4.620000
COC(=O)c1cccnc1,-0.460000,0.760000
CCCCCCCCC(=O)OC,-3.380000,3.290000
CCCCCCCC(=O)OC,-3.170000,2.850000
CCCC(=O)OCC,-1.360000,1.420000
CCC(=O)OC,-0.140000,0.620000
CCCOC,-0.390000,1.000000
COC(C)(C)C,-0.240000,1.180000
CC1CCCCC1,-3.850000,2.950000
CC1CCCC1,-3.300000,2.510000
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.350000,3.390000
COC(=O)c1ccc(O)cc1,-1.827000,1.670000
CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.284000,4.090000
Cc1cc(=O)[nH]c(=S)[nH]1,-2.436000,0.240000
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl,-2.730000,3.450000
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,-3.780000,2.940000
c1ccccc1(OC(=O)NC),-1.803000,1.470000
COc1ccc(NC(=O)N(C)C)cc1Cl,-2.564000,1.770000
Cc1ncc(N(=O)=O)n1CCO,-1.260000,-0.460000
CSc1nnc(c(=O)n1N)C(C)(C)C,-2.253000,1.960000
Cc1ncc(N(=O)=O)n1CCO,-1.220000,-0.460000
Fc1cccc(Br)c1,-2.670000,2.880000
Nc1cc(nc(N)n1=O)N2CCCCC2,-1.989000,1.300000
ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.800000,7.630000
Cc1cccc(N)c1,-0.850000,1.660000
Nc1cccc(c1)N(=O)=O,-2.190000,1.080000
Oc1cccc(c1)N(=O)=O,-1.010000,1.610000
Cc1cccc(c1)N(=O)=O,-2.440000,2.430000
CON(C)C(=O)Nc1ccc(Cl)cc1,-2.570000,2.080000
COC(=O)c1ccccc1OC2OC(COC3OCC(O)C(O)C3O)C(O)C(O)C2O,-0.742000,-1.740000
CN(C)C(=O)Nc1ccc(Cl)cc1,-2.890000,1.930000
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O,-3.083000,2.160000
Cc1cccc(C)c1,-2.820000,3.000000
CCN(CC)c1ccccc1,-3.030000,2.790000
CN(C)C(=O)C,1.110000,-0.580000
CN(C)c1ccccc1,-1.920000,2.080000
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.280000,2.650000
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.570000,3.210000
c1ccc2cc3cc4ccccc4cc3cc2c1,-8.600000,4.940000
c1ccc2ccccc2c1,-3.600000,2.960000
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.770000,3.860000
CC(C)=CCC/C(C)=C\CO,-2.460000,2.500000
CCNc1ccccc1,-1.700000,1.800000
Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34,-3.190000,2.490000
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.700000,3.910000
NC(=O)c1cccnc1,0.610000,-0.390000
COC(=O)C1=C(C)NC(=C(C1c2ccccc2N(=O)=O)C(=O)OC)C,-4.760000,1.820000
ON=Cc1ccc(o1)N(=O)=O,-2.190000,0.780000
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,-3.796000,2.410000
O=C1NCCN1c2ncc(s2)N(=O)=O,-3.220000,0.240000
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-3.561000,3.370000
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.760000,3.460000
O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796000,2.550000
O=N(=O)c1ccccc1,-1.800000,1.910000
CCN(=O)=O,-0.220000,0.380000
Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2,-5.460000,4.620000
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2,-3.380000,-0.220000
O=N(=O)OCC(CON(=O)=O)ON(=O)=O,-2.220000,0.940000
CN(=O)=O,0.260000,0.020000
CNc1ccccc1,-1.280000,1.450000
CCCCCCCCC,-5.880000,4.460000
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7,-3.931000,3.390000
CN(C)C(=O)NC1CC2CC1C3CCCC23,-3.171000,1.410000
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.800000,3.660000
CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,-4.570000,2.140000
CNc2cnn(c1cccc(c1)C(F)(F)F)c(=O)c2Cl,-4.046000,2.420000
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl,-6.510000,6.110000
Nc1ccccc1O,-0.720000,0.840000
Nc1ccccc1Cl,-1.520000,1.750000
Clc1ccccc1Br,-3.190000,3.350000
Clc1ccccc1I,-3.540000,3.510000
Clc1ccccc1N(=O)=O,-2.550000,2.520000
CCCCCCCC,-5.240000,4.020000
CCOC(=O)N,0.850000,-0.050000
Fc1ccccc1Br,-2.700000,2.880000
NC(=O)c1ccccc1O,-1.820000,1.170000
COc1ccccc1O,-1.960000,1.510000
Nc1ccccc1N(=O)=O,-1.960000,1.730000
COc1ccccc1N(=O)=O,-1.960000,1.760000
Oc1ccccc1N(=O)=O,-1.740000,1.610000
Cc1ccccc1N(=O)=O,-2.330000,2.430000
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.160000,2.330000
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O,-4.314000,3.350000
Cc1ccccc1N,-2.210000,1.660000
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,-5.696000,5.310000
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106000,0.320000
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O,-3.952000,2.920000
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281000,0.170000
Cc1ccccc1C,-2.800000,3.000000
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3,-3.730000,3.830000
Nc1ccc(cc1)c2ccc(N)cc2,-2.700000,1.960000
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.200000,6.110000
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.900000,6.110000
Nc1ccc(O)cc1,-0.800000,0.840000
O=C1NC(=O)C(=O)N1,-0.400000,-1.200000
CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O,-4.660000,3.320000
Nc1ccc(cc1)c2ccc(N)cc2,-2.700000,1.960000
CC(=O)Nc1ccc(Br)cc1,-3.083000,1.980000
Brc1ccc(I)cc1,-4.560000,3.670000
CC(=O)Nc1ccc(Cl)cc1,-2.843000,1.820000
Nc1ccc(Cl)cc1,-1.660000,1.750000
Clc1ccc(Br)cc1,-3.630000,3.350000
Clc1ccc(I)cc1,-4.030000,3.510000
Clc1ccc(cc1)N(=O)=O,-2.920000,2.520000
Cc1ccc(O)cc1,-0.730000,2.180000
CCCCN(CC)C(=O)SCCC,-3.530000,3.250000
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915000,5.010000
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.650000,4.990000
ClC(Cl)C(Cl)(Cl)Cl,-2.600000,3.080000
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.280000,4.690000
Cc1cc(C)c(C)c(C)c1C,-4.000000,4.540000
CCCCC,-3.180000,2.690000
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.390000,1.890000
CCCCCOC(=O)C,-1.890000,1.690000
CCCCC(=O)OCC,-2.250000,1.870000
CCCCCc1ccccc1,-4.640000,4.260000
CCCCCC1CCCC1,-6.080000,4.290000
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,-3.800000,3.920000
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,-6.291000,5.700000
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804000,5.270000
CC(=O)Nc1ccc(F)cc1,-1.780000,1.350000
CCOc1ccc(NC(=O)C)cc1,-2.350000,1.410000
c1ccc2c(c1)ccc3ccccc32,-5.260000,3.950000
c1ccc2c(c1)cnc3ccccc23,-2.780000,3.120000
CCOc1ccccc1,-2.330000,2.170000
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,-4.805000,3.860000
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2.322000,1.410000
c1ccccc1O,0.000000,1.670000
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,-2.900000,4.350000
CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C,-5.240000,5.570000
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-3.810000,4.140000
NNc1ccccc1,0.070000,1.360000
OCc1ccccc1,-0.400000,1.210000
NC(=S)Nc1ccccc1,-1.770000,1.770000
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,-4.097000,2.150000
CCOP(=S)(OCC)SCSCC,-4.110000,3.160000
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233000,3.750000
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862000,3.660000
c1cC2C(=O)NC(=O)C2cc1,-2.932000,-0.210000
O=C1NC(=O)c2ccccc12,-2.610000,0.690000
N#Cc1ccccc1C#N,-2.380000,1.690000
CC(=O)Nc1ccc(O)cc1,-1.030000,0.910000
Oc1ccc(C=O)cc1,-0.960000,1.380000
c1ccc2c(c1)ccc3c2ccc4c5ccccc5ccc43,-7.870000,5.930000
O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.460000,2.780000
O=Cc2ccc1OCOc1c2,-1.630000,1.310000
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.150000,3.590000
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.950000,1.800000
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3,-4.160000,0.600000
COc1ccc(C=O)cc1,-1.490000,1.530000
Cc1ccc(N)cc1,-1.210000,1.660000
Nc1ccc(cc1)N(=O)=O,-2.370000,1.080000
COc1ccc(cc1)N(=O)=O,-2.410000,1.760000
Oc1ccc(cc1)N(=O)=O,-0.740000,1.610000
Cc1ccc(cc1)N(=O)=O,-2.490000,2.430000
Oc1ccc(cc1)c2ccccc2,-3.480000,3.320000
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,-4.120000,3.360000
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,-3.180000,1.270000
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,-4.370000,1.710000
CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C,-4.650000,3.580000
CCC1(C(=O)NCNC1=O)c2ccccc2,-2.640000,1.120000
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.210000,1.000000
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,-4.800000,3.390000
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.420000,4.150000
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478000,2.230000
CSc1nc(NC(C)C)nc(NC(C)C)n1,-4.100000,3.010000
CC(C)N(C(=O)CCl)c1ccccc1,-2.480000,2.390000
CCC,-1.940000,1.800000
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.000000,3.120000
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.430000,2.610000
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,-3.408000,1.790000
CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,-3.493000,4.330000
CCC=O,0.580000,0.320000
CCC#N,0.280000,0.540000
CNC(=O)Oc1ccccc1OC(C)C,-2.050000,2.090000
CCCOC(=O)C,-0.720000,0.800000
CCCC(=O)OC,-1.920000,1.070000
CCCOC=O,-0.490000,0.750000
CCCCC(=O)OC,-1.340000,1.510000
CCCc1ccccc1,-3.370000,3.380000
CCCC1CCCC1,-4.740000,3.400000
CC=C,-1.080000,1.490000
CCCOC(C)C,-1.340000,1.780000
CC#C,-0.410000,0.990000
CC(C)(C)c1ccc(O)cc1,-2.410000,3.210000
c2cnc1ncncc1n2,0.020000,-0.300000
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.110000,5.270000
Cc1ccc(cc1)S(=O)(=O)N,-1.740000,1.090000
Cc1ccc(C)cc1,-2.770000,3.000000
CC1=C(CCCO1)C(=O)Nc2ccccc2,-2.560000,1.930000
NC(=O)c1cnccn1,-0.667000,-1.230000
Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878000,1.110000
c1cc2ccc3cccc4ccc(c1)c2c34,-6.176000,4.280000
c1ccnnc1,1.100000,-0.220000
c1ccncc1,0.760000,0.760000
c1cncnc1,1.100000,0.050000
CN(C)C(=O)Oc1cc(C)nn1c2ccccc2,-2.090000,2.000000
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,-3.290000,1.190000
c1ccc2ncccc2c1,-1.300000,2.130000
